category,name,price,unit_price
Frukt og grønt,Røde Appelsiner,"kr 46,80","kr 46,80 /kg"
Frukt og grønt,Rød/Gule Plommer,"kr 52,00","kr 104,00 /kg"
Frukt og grønt,Økologiske Klementiner,"kr 34,90","kr 69,80 /kg"
Frukt og grønt,Persimon/Kaki,"kr 29,70","kr 37,13 /kg"
Frukt og grønt,Honningmelon Skivet,"kr 32,90","kr 164,50 /kg"
Frukt og grønt,Cantaloupemelon i Skiver,"kr 34,20","kr 171,00 /kg"
Frukt og grønt,Blåbær i kurv,"kr 24,90","kr 199,20 /kg"
Frukt og grønt,Bringebær,"kr 44,90","kr 359,20 /kg"
Frukt og grønt,Blåbær,"kr 42,90","kr 190,67 /kg"
Frukt og grønt,Bjørnebær,"kr 54,90","kr 439,20 /kg"
Frukt og grønt,Rips,"kr 69,80","kr 558,40 /kg"
Frukt og grønt,Jordbær,"kr 99,00","kr 247,50 /kg"
Frukt og grønt,Crispisalat,"kr 34,50","kr 34,50 /stk"
Frukt og grønt,Spinat Uvasket,"kr 39,30","kr 157,20 /kg"
Frukt og grønt,Ruccula,"kr 23,00","kr 328,57 /kg"
Frukt og grønt,Stor Spiseklar Crispisalat,"kr 42,90","kr 238,33 /kg"
Frukt og grønt,Stor Isbergsalat,"kr 24,90","kr 24,90 /stk"
Frukt og grønt,Babyleaf Salatblanding,"kr 30,90","kr 309,00 /kg"
Frukt og grønt,Crispy Minigulrøtter,"kr 19,90","kr 113,71 /kg"
Frukt og grønt,Liten Kålrot,"kr 12,50","kr 25,00 /kg"
Frukt og grønt,Stor Agurk,"kr 33,90","kr 33,90 /stk"
Frukt og grønt,Avokado modnet,"kr 30,00","kr 93,75 /kg"
Frukt og grønt,Knoll Langpanne Poteter,"kr 20,93",N/A
Frukt og grønt,Rødløk Strømpe,"kr 18,50","kr 49,33 /kg"
Frukt og grønt,Økologisk Avokado,"kr 49,90","kr 191,92 /kg"
Frukt og grønt,Økologiske Cherrytomater,"kr 47,90","kr 191,60 /kg"
Frukt og grønt,Økologiske Klasetomater,"kr 49,90","kr 99,80 /kg"
Frukt og grønt,Økologisk Brokkoli,"kr 24,90","kr 24,90 /stk"
Frukt og grønt,Økologiske Gulrøtter,"kr 41,30","kr 55,07 /kg"
Frukt og grønt,Økologisk Blomkål,"kr 51,40","kr 51,40 /stk"
Frukt og grønt,Fersk Basilikum,"kr 24,90","kr 1 245,00 /kg"
Frukt og grønt,Fersk Koriander,"kr 24,40","kr 1 220,00 /kg"
Frukt og grønt,Fersk Kruspersille,"kr 18,90","kr 945,00 /kg"
Frukt og grønt,Fersk Gressløk,"kr 21,40","kr 1 070,00 /kg"
Frukt og grønt,Fersk Bladpersille,"kr 18,90","kr 945,00 /kg"
Frukt og grønt,Fersk Kjørvel,"kr 22,90","kr 1 145,00 /kg"
Frukt og grønt,Sesamfrø,"kr 31,90","kr 106,33 /kg"
Frukt og grønt,Gresskarkjerner,"kr 36,00","kr 120,00 /kg"
Frukt og grønt,Solsikkekjerner,"kr 24,00","kr 80,00 /kg"
Frukt og grønt,Chiafrø,"kr 42,50","kr 121,43 /kg"
Frukt og grønt,Linfrø,"kr 22,30","kr 63,71 /kg"
Frukt og grønt,Fiken,"kr 53,90","kr 359,33 /kg"
Frukt og grønt,Premium Ananas i biter Taco/pizzacut,"kr 28,90","kr 42,44 /kg"
Frukt og grønt,Finhakkede Tomater,"kr 64,10","kr 53,42 /kg"
Frukt og grønt,Grovhakkede Tomater,"kr 33,70","kr 84,25 /kg"
Frukt og grønt,Finhakkede Tomater,"kr 22,50","kr 56,25 /kg"
Frukt og grønt,Hele Tomater,"kr 25,80","kr 64,50 /kg"
Frukt og grønt,Cherry Tomater,"kr 41,00","kr 102,50 /kg"
Frukt og grønt,Mangoterninger,"kr 28,40","kr 94,67 /kg"
Frukt og grønt,Søtpotet Fries,"kr 39,40","kr 78,80 /kg"
Frukt og grønt,Wok Classic Big Pack,"kr 89,50","kr 105,29 /kg"
Frukt og grønt,Pommes Express,"kr 29,80","kr 66,22 /kg"
Frukt og grønt,Bringebær,"kr 51,00","kr 127,50 /kg"
Frukt og grønt,Opphøgde Potteter,"kr 38,30","kr 80,63 /kg"
Bakeri og konditori,Croissant,"kr 51,92",N/A
Bakeri og konditori,Fersk Focaccia,"kr 49,90","kr 90,73 /kg"
Bakeri og konditori,Fransk Bondebrød,"kr 50,50","kr 72,14 /kg"
Bakeri og konditori,Kanelsnurrer,"kr 79,90","kr 137,76 /kg"
Bakeri og konditori,7-kornbrød,"kr 49,90","kr 74,48 /kg"
Bakeri og konditori,Solsikkebrød,"kr 42,90","kr 69,19 /kg"
Bakeri og konditori,Horn med Ost & Skinke,"kr 49,00","kr 257,89 /kg"
Bakeri og konditori,Baguette med Reker & egg,"kr 75,00","kr 232,92 /kg"
Bakeri og konditori,Baguette med Ost & skinke,"kr 71,70","kr 309,05 /kg"
Bakeri og konditori,Grov Baguette med Ost & Skinke,"kr 69,00","kr 297,41 /kg"
Bakeri og konditori,Grov Baguette med Kylling & Currymajones,"kr 71,00","kr 229,03 /kg"
Bakeri og konditori,Grov Baguette med Roastbiff,"kr 71,00","kr 308,70 /kg"
Bakeri og konditori,Ostekake med Bringebærfyll,"kr 649,00","kr 649,00 /stk"
Bakeri og konditori,Salt Karamellkake,"kr 649,00","kr 649,00 /stk"
Bakeri og konditori,Oreokake,"kr 649,00","kr 649,00 /stk"
Bakeri og konditori,Nutellakake,"kr 649,00","kr 649,00 /stk"
Bakeri og konditori,Doughnuts Pastellmiks,"kr 169,00","kr 352,08 /kg"
Bakeri og konditori,Doughnuts Sjokolademiks,"kr 169,00","kr 375,56 /kg"
Bakeri og konditori,Døgnvill Burgerbrød,"kr 39,90","kr 110,83 /kg"
Bakeri og konditori,Døgnvill Glutenfritt Hamburgerbrød,"kr 52,90","kr 52,90 /stk"
Bakeri og konditori,Grove Hamburgerbrød,"kr 28,80","kr 68,57 /kg"
Bakeri og konditori,Chicago Hamburgerbrød,"kr 31,80","kr 66,25 /kg"
Bakeri og konditori,Brioche Hamburgerbrød,"kr 29,90","kr 83,06 /kg"
Bakeri og konditori,Økologiske Store Hamburgerbrød,"kr 36,90","kr 147,60 /kg"
Bakeri og konditori,Ida Gran-Jansen Matpakkebrød,"kr 49,90","kr 62,38 /kg"
Bakeri og konditori,Halvstekt Ekstra Grovbrød,"kr 39,90","kr 57,00 /kg"
Bakeri og konditori,Halvstekt Barnas Brød,"kr 34,90","kr 57,21 /kg"
Bakeri og konditori,Pitabrød,"kr 34,30","kr 71,46 /kg"
Bakeri og konditori,Croissant,"kr 51,30","kr 142,50 /kg"
Bakeri og konditori,Grove Fullkornsstykker,"kr 66,70","kr 128,27 /kg"
Bakeri og konditori,Pitabrød,"kr 34,30","kr 71,46 /kg"
Bakeri og konditori,Grove Pitabrød,"kr 34,80","kr 87,00 /kg"
Bakeri og konditori,Glutenfrie Pitabrød,"kr 61,10","kr 265,65 /kg"
Bakeri og konditori,"Pitabrød hvete, ca 15 cm","kr 29,90","kr 74,75 /kg"
Bakeri og konditori,Multibrød fine,"kr 32,90","kr 102,81 /kg"
Bakeri og konditori,Økologiske Pitabrød,"kr 32,90","kr 182,78 /kg"
Bakeri og konditori,Sætres Beste Tynne Speltkjeks,"kr 44,80","kr 448,00 /kg"
Bakeri og konditori,Sætres Beste Salinas,"kr 44,10","kr 220,50 /kg"
Bakeri og konditori,Sætres Beste Surdeigskjeks,"kr 39,40","kr 394,00 /kg"
Bakeri og konditori,Sætres Beste,"kr 93,30","kr 548,82 /kg"
Bakeri og konditori,Snackers Salt,"kr 25,10","kr 209,17 /kg"
Bakeri og konditori,Kapteinkjeks,"kr 28,10","kr 140,50 /kg"
Bakeri og konditori,Knekkebrød Husman,"kr 26,40","kr 50,77 /kg"
Bakeri og konditori,Knekkebrød Havre,"kr 45,90","kr 76,50 /kg"
Bakeri og konditori,Knekkebrød Sport+,"kr 21,30","kr 101,43 /kg"
Bakeri og konditori,Knekkebrød Urter & Havsalt,"kr 49,50","kr 215,22 /kg"
Bakeri og konditori,Knekkebrød Original,"kr 49,80","kr 49,80 /pk"
Bakeri og konditori,Fiberrik Solsikke,"kr 44,00","kr 352,00 /kg"
Bakeri og konditori,Pizzabunn Familie,"kr 27,80","kr 50,55 /kg"
Bakeri og konditori,Fersk Paibunn,"kr 25,50","kr 92,73 /kg"
Bakeri og konditori,Pizzabunn Glutenfri,"kr 41,10","kr 158,08 /kg"
Bakeri og konditori,Pizzabunn Original,"kr 40,40","kr 73,45 /kg"
Bakeri og konditori,Glutenfri Pizzabunn Lettstekt,"kr 61,30","kr 175,14 /kg"
Bakeri og konditori,Pinsa Pizzabunn,"kr 67,10","kr 159,76 /kg"
Frokostblandinger og müsli,Cruesli 4 Nøtter,"kr 54,90","kr 122,00 /kg"
Frokostblandinger og müsli,Cruesli Solfrokost,"kr 43,30","kr 96,22 /kg"
Frokostblandinger og müsli,Bare Bra Grøt Kanel og Puffet Quinoa,"kr 17,60","kr 325,93 /kg"
Frokostblandinger og müsli,4 Korn,"kr 23,50","kr 34,81 /kg"
Frokostblandinger og müsli,All-Bran Regular Flakes,"kr 32,80","kr 87,47 /kg"
Frokostblandinger og müsli,Express Havregrøt,"kr 32,60","kr 65,20 /kg"
Frokostblandinger og müsli,Bjørn Lettkokte Havregryn,"kr 22,90","kr 20,82 /kg"
Frokostblandinger og müsli,Urkraft Lettkokte Havregryn,"kr 21,10","kr 17,58 /kg"
Frokostblandinger og müsli,Lettkokte Havregryn,"kr 49,70","kr 49,70 /kg"
Frokostblandinger og müsli,Urkraft Store Havregryn,"kr 32,40","kr 27,00 /kg"
Frokostblandinger og müsli,Bjørn Havregryn Store,"kr 32,80","kr 29,82 /kg"
Frokostblandinger og müsli,Havregryn Lettkokt,"kr 45,80","kr 91,60 /kg"
Frokostblandinger og müsli,Bare Bra Granola Kakao og Bringebær,"kr 44,60","kr 103,72 /kg"
Frokostblandinger og müsli,Bare Bra Granola Hasselnøtt og Kokos,"kr 43,80","kr 97,33 /kg"
Frokostblandinger og müsli,Supergranola Protein Kakao Kokos & Mandel,"kr 46,70","kr 108,60 /kg"
Frokostblandinger og müsli,Bare Bra Müsli Havre og Mandel,"kr 39,30","kr 98,25 /kg"
Frokostblandinger og müsli,Urkraft Havregranola 4-korn,"kr 46,10","kr 107,21 /kg"
Frokostblandinger og müsli,Urkraft Havregranola Jordbær og Bringebær,"kr 46,10","kr 115,25 /kg"
"Meieri, ost og egg",Tine Lettmelk,"kr 33,90","kr 19,37 /l"
"Meieri, ost og egg",Tine Helmelk,"kr 41,00","kr 23,43 /l"
"Meieri, ost og egg",Tine Fettfri Melk Skummet,"kr 18,90","kr 18,90 /l"
"Meieri, ost og egg",Tine Skummet Kulturmjølk,"kr 25,80","kr 25,80 /l"
"Meieri, ost og egg","Biola® yoghurtdrikk rødbet, eple & lime","kr 37,20","kr 37,20 /l"
"Meieri, ost og egg",Q Melk Lett,"kr 20,20","kr 20,20 /l"
"Meieri, ost og egg",Gryr Havredrikk Fyldig,"kr 38,00","kr 38,00 /l"
"Meieri, ost og egg",Gryr Havredrikk Naturell,"kr 38,40","kr 38,40 /l"
"Meieri, ost og egg",Sproud Barista,"kr 28,80","kr 28,80 /l"
"Meieri, ost og egg",Sproud Vanilla,"kr 27,90","kr 27,90 /l"
"Meieri, ost og egg",Sproud Usøtet Drikk,"kr 26,50","kr 26,50 /l"
"Meieri, ost og egg",Iskaffe latte,"kr 27,10","kr 108,40 /l"
"Meieri, ost og egg",Melange med smør- og rapsolje,"kr 41,90","kr 83,80 /kg"
"Meieri, ost og egg",Melange Uten Salt & Melk,"kr 38,60","kr 77,20 /kg"
"Meieri, ost og egg",Flytende Melange,"kr 35,80","kr 71,60 /l"
"Meieri, ost og egg",Soft Flora Lett,"kr 25,90","kr 47,96 /kg"
"Meieri, ost og egg",Ekte Meierismør,"kr 34,70","kr 138,80 /kg"
"Meieri, ost og egg",Ekte Smør,"kr 32,80","kr 131,20 /kg"
"Meieri, ost og egg",Frokostegg fra frittgående høner,"kr 49,90","kr 57,36 /kg"
"Meieri, ost og egg",Økologiske Egg,"kr 26,90","kr 70,79 /kg"
"Meieri, ost og egg",Solegg Fra frittgående høner,"kr 55,30","kr 70,54 /kg"
"Meieri, ost og egg",Egg fra Frittgående Høner M,"kr 65,00","kr 63,73 /kg"
"Meieri, ost og egg",Store egg fra frittgående høner,"kr 39,90","kr 97,79 /kg"
"Meieri, ost og egg",Prior Egg,"kr 54,80","kr 75,07 /kg"
"Meieri, ost og egg",Havrefløte iMAT,"kr 22,10","kr 88,40 /l"
"Meieri, ost og egg",Plantebasert iMAT Fraiche,"kr 31,10","kr 155,50 /l"
"Meieri, ost og egg",Gryr Matfløyel,"kr 24,80","kr 82,67 /l"
"Meieri, ost og egg",Dipp Paprika & Løk,"kr 29,10","kr 97,00 /kg"
"Meieri, ost og egg",Gryr Matfrisk,"kr 30,40","kr 160,00 /kg"
"Meieri, ost og egg",Lettrømme,"kr 19,90","kr 66,33 /kg"
"Meieri, ost og egg",Yoghurt Mango & Pasjon,"kr 35,80","kr 42,12 /kg"
"Meieri, ost og egg",Yoghurt Jordbær,"kr 23,90","kr 39,83 /kg"
"Meieri, ost og egg",Yoghurt Vanilje,"kr 30,70","kr 36,12 /kg"
"Meieri, ost og egg",Yoghurt Melon,"kr 25,80","kr 43,00 /kg"
"Meieri, ost og egg",Havrelunsj med Eple & Kanel,"kr 17,30","kr 115,33 /kg"
"Meieri, ost og egg",Junior Yoghurt,"kr 11,90","kr 132,22 /kg"
"Meieri, ost og egg",Norvegia Original,"kr 139,00","kr 139,00 /kg"
"Meieri, ost og egg",Gudbrandsdalsost G35,"kr 52,40","kr 104,80 /kg"
"Meieri, ost og egg",Delivida Revet pizzaost,"kr 31,00","kr 155,00 /kg"
"Meieri, ost og egg",Skinkeost,"kr 35,90","kr 199,44 /kg"
"Meieri, ost og egg",Gudbrandsdalsost,"kr 102,90","kr 102,90 /kg"
"Meieri, ost og egg",Delivida Revet texmex,"kr 32,90","kr 164,50 /kg"
"Meieri, ost og egg",Selbu Blå,"kr 40,80","kr 272,00 /kg"
"Meieri, ost og egg",Synnøve Cheddar Skivet,"kr 25,60","kr 256,00 /kg"
"Meieri, ost og egg",Ridderost,"kr 52,10","kr 182,81 /kg"
"Meieri, ost og egg",Norsk cheddar skivet,"kr 29,80","kr 298,00 /kg"
"Meieri, ost og egg",Selbu Blå Ekstra modnet,"kr 59,80","kr 398,67 /kg"
"Meieri, ost og egg",Le Crémier de Chaumes,"kr 164,90","kr 659,60 /kg"
Plantebasert,Gryr Havredrikk Naturell,"kr 38,40","kr 38,40 /l"
Plantebasert,Berit Smøremyk,"kr 45,80","kr 114,50 /kg"
Plantebasert,Gryr Havredrikk Fyldig,"kr 38,00","kr 38,00 /l"
Plantebasert,Melange Uten Salt & Melk,"kr 38,60","kr 77,20 /kg"
Plantebasert,Gryr Matfløyel,"kr 24,80","kr 82,67 /l"
Plantebasert,Mylk Havre & Mandel,"kr 34,10","kr 34,10 /l"
Plantebasert,Plantebasert Ost Original,"kr 67,90","kr 169,75 /kg"
Plantebasert,Vegetarpålegg Naturell og Mild,"kr 36,90","kr 461,25 /kg"
Plantebasert,Vegetarpålegg Jalapeno,"kr 36,90","kr 461,25 /kg"
Plantebasert,Sjokoladepålegg med Hasselnøtt,"kr 59,70","kr 298,50 /kg"
Plantebasert,Original skivet,"kr 37,60","kr 188,00 /kg"
Plantebasert,Sjokao,"kr 35,90","kr 217,58 /kg"
Plantebasert,Vegetarburger,"kr 36,10","kr 150,42 /kg"
Plantebasert,Tomatsuppe økologisk,"kr 79,90","kr 140,18 /l"
Plantebasert,Crunchy Nuggets vegansk,"kr 54,40","kr 181,33 /kg"
Plantebasert,Chili sin carne,"kr 52,40","kr 141,62 /kg"
Plantebasert,Veggie Balls Boller vegansk,"kr 51,10","kr 170,33 /kg"
Plantebasert,Bolognese,"kr 52,40","kr 141,62 /kg"
Plantebasert,Klar Grønnsakbuljong,"kr 18,80","kr 4,70 /l"
Plantebasert,Vegan Majones,"kr 39,00","kr 130,00 /l"
Plantebasert,Maggi Suppebuljong Glass,"kr 35,40","kr 280,95 /kg"
Plantebasert,Maggi Klar Grønnsakskraft,"kr 55,60","kr 111,20 /l"
Plantebasert,Hummus,"kr 43,80","kr 159,27 /kg"
Plantebasert,Plantebasert majones squeezy,"kr 44,90","kr 179,60 /kg"
Plantebasert,Fruitero 80% Mango Mini,"kr 61,30","kr 10,22 /stk"
Plantebasert,Plantebasert Vaniljesaus,"kr 20,20","kr 80,80 /l"
Plantebasert,Karamellpudding,"kr 34,30","kr 149,13 /kg"
Plantebasert,Gelato Sandwich,"kr 98,90","kr 12,36 /stk"
Plantebasert,Sjokoladepudding,"kr 38,00","kr 165,22 /kg"
Plantebasert,Mango & Berry Cheescake,"kr 168,90","kr 938,33 /kg"
Kylling og kjøtt,Økologiske Kyllingvinger,"kr 71,30","kr 237,67 /kg"
Kylling og kjøtt,Økologiske Kyllingklubber,"kr 99,90","kr 210,32 /kg"
Kylling og kjøtt,Økologisk Kyllinglår,"kr 125,60","kr 279,11 /kg"
Kylling og kjøtt,Økologisk lårfilet av kylling,"kr 155,20","kr 397,95 /kg"
Kylling og kjøtt,Økologisk Kyllingbryst,"kr 157,10","kr 349,11 /kg"
Kylling og kjøtt,Økologisk Hel kylling,"kr 349,90","kr 145,79 /kg"
Kylling og kjøtt,Strøm Larsen Svin Indrefilet,"kr 139,00","kr 231,67 /kg"
Kylling og kjøtt,BBQ Marinert Grillfilet Tynnskåret,"kr 69,90","kr 174,75 /kg"
Kylling og kjøtt,Hel Svinenakke,"kr 319,00","kr 145,00 /kg"
Kylling og kjøtt,Tynnskåret Nakkefilet,"kr 79,90","kr 199,75 /kg"
Kylling og kjøtt,Fersk Rå Porchetta,"kr 234,60","kr 234,60 /kg"
Kylling og kjøtt,Fryst Økologisk Svinenakke uten Ben,"kr 164,80","kr 329,60 /kg"
Kylling og kjøtt,Strøm-Larsen Entrecote av Angus,"kr 209,00","kr 522,50 /kg"
Kylling og kjøtt,Strøm-Larsen Butchers Cut,"kr 126,90","kr 211,50 /kg"
Kylling og kjøtt,Trøffelmarinert Entrecote,"kr 116,00","kr 464,00 /kg"
Kylling og kjøtt,Okse T-benstek,"kr 199,00","kr 523,68 /kg"
Kylling og kjøtt,Indrefilet av Kalv Med Parmaskinke og Parmesan,"kr 594,80","kr 594,80 /kg"
Kylling og kjøtt,Strøm-Larsen Indrefilet av Angus,"kr 145,40","kr 727,00 /kg"
Kylling og kjøtt,Karbonadedeig Av Elg,"kr 179,00","kr 447,50 /kg"
Kylling og kjøtt,Reinsdyrskav,"kr 99,00","kr 330,00 /kg"
Kylling og kjøtt,Hverdagslam Kjøttdeig uten Salt og Vann,"kr 63,30","kr 158,25 /kg"
Kylling og kjøtt,Lammestek i skiver,"kr 229,00","kr 229,00 /kg"
Kylling og kjøtt,Strøm Larsen Lammedeig,"kr 61,90","kr 154,75 /kg"
Kylling og kjøtt,Lammebog Uten Ben i Terninger,"kr 149,00","kr 248,33 /kg"
Kylling og kjøtt,Stjernebacon Tørrsaltet,"kr 38,10","kr 362,86 /kg"
Kylling og kjøtt,Kalkunbacon Skivet,"kr 42,50","kr 303,57 /kg"
Kylling og kjøtt,Skogsbacon,"kr 33,70","kr 240,71 /kg"
Kylling og kjøtt,Strynbacon,"kr 42,90","kr 286,00 /kg"
Kylling og kjøtt,Bacon,"kr 39,10","kr 325,83 /kg"
Kylling og kjøtt,Ferdigstekt Bacon i Skiver,"kr 42,30","kr 846,00 /kg"
Kylling og kjøtt,Karbonadedeig av storfe,"kr 89,90","kr 224,75 /kg"
Kylling og kjøtt,Strøm-Larsen Karbonadedeig av Storfe,"kr 94,90","kr 237,25 /kg"
Kylling og kjøtt,Karbonadedeig Økologisk,"kr 106,30","kr 265,75 /kg"
Kylling og kjøtt,Grilstad Karbonadedeig av Storfe,"kr 81,30","kr 203,25 /kg"
Kylling og kjøtt,Kjøttdeig,"kr 72,90","kr 182,25 /kg"
Kylling og kjøtt,Grilstad Kjøttdeig av Storfe,"kr 67,90","kr 169,75 /kg"
Kylling og kjøtt,"Døgnvill Burger, 2-pak","kr 76,90","kr 256,33 /kg"
Kylling og kjøtt,Beyond Burger,"kr 52,90","kr 233,04 /kg"
Kylling og kjøtt,Frosne Hamburgere,"kr 109,00","kr 109,00 /kg"
Kylling og kjøtt,Hamburger original,"kr 109,50","kr 182,50 /kg"
Kylling og kjøtt,Original Burger,"kr 72,40","kr 181,00 /kg"
Kylling og kjøtt,Fersk Brisketburger,"kr 74,90","kr 234,06 /kg"
Kylling og kjøtt,Elgkarbonader,"kr 67,00","kr 248,15 /kg"
Kylling og kjøtt,Grove karbonader,"kr 87,90","kr 195,33 /kg"
Kylling og kjøtt,Lunsjkaker,"kr 46,60","kr 172,59 /kg"
Kylling og kjøtt,Biffkarbonader,"kr 119,80","kr 266,22 /kg"
Kylling og kjøtt,Kjøttkaker,"kr 99,30","kr 124,13 /kg"
Kylling og kjøtt,Karbonader,"kr 91,30","kr 126,81 /kg"
Kylling og kjøtt,Go' & Magrere Grillpølse,"kr 59,90","kr 99,83 /kg"
Kylling og kjøtt,Kalkunkorv,"kr 57,90","kr 128,67 /kg"
Kylling og kjøtt,Falukorv,"kr 51,30","kr 128,25 /kg"
Kylling og kjøtt,Skinnfri kjøttpølse,"kr 49,50","kr 110,00 /kg"
Kylling og kjøtt,Grillpølser,"kr 62,90","kr 104,83 /kg"
Kylling og kjøtt,Wienerpølse,"kr 76,90","kr 147,88 /kg"
Fisk og sjømat,Laksefilet med skinn,"kr 149,00","kr 372,50 /kg"
Fisk og sjømat,Laksefilet med Skinn,"kr 78,90","kr 394,50 /kg"
Fisk og sjømat,Ørretfilet med Skinn,"kr 169,00","kr 422,50 /kg"
Fisk og sjømat,Ørretfilet med Skinn,"kr 89,90","kr 449,50 /kg"
Fisk og sjømat,Torskefilet uten Skinn,"kr 68,90","kr 344,50 /kg"
Fisk og sjømat,Torskefilet Lettsaltet,"kr 99,00","kr 247,50 /kg"
Fisk og sjømat,Håndpillede reker i lake,"kr 138,90","kr 578,75 /kg"
Fisk og sjømat,Frosne Fylte Krabbeskjell,"kr 59,90","kr 399,33 /kg"
Fisk og sjømat,Ekstra Store Rå Scampi,"kr 229,00","kr 286,25 /kg"
Fisk og sjømat,Røde Argentinske Kongereker,"kr 139,00","kr 308,89 /kg"
Fisk og sjømat,Dumplings Haukau Reker / Scampi,"kr 109,00","kr 218,00 /kg"
Fisk og sjømat,Shaomai Dumplings Reker / Scampi,"kr 119,00","kr 238,00 /kg"
Fisk og sjømat,Varmrøkt Pepperlaks,"kr 132,50","kr 530,00 /kg"
Fisk og sjømat,Sweet-Chili Laks i Bit,"kr 126,20","kr 450,71 /kg"
Fisk og sjømat,Røkt Laks i Skiver,"kr 149,00","kr 596,00 /kg"
Fisk og sjømat,Røkt Laks i Skiver,"kr 71,90","kr 599,17 /kg"
Fisk og sjømat,Gravet Laks i Skiver,"kr 49,10","kr 491,00 /kg"
Fisk og sjømat,Røkt Ørret Skivet,"kr 191,30","kr 546,57 /kg"
Fisk og sjømat,Hjemmelagde fiskekaker,"kr 56,84",N/A
Fisk og sjømat,Hjertefiskekaker,"kr 59,08",N/A
Fisk og sjømat,Matpakkekaker,"kr 22,90","kr 229,00 /kg"
Fisk og sjømat,Fiskekaker 50% Engerviks,"kr 26,40","kr 52,80 /kg"
Fisk og sjømat,Finmalte Hysekaker,"kr 61,60","kr 246,40 /kg"
Fisk og sjømat,Fiskepudding Snabb,"kr 19,00","kr 47,50 /kg"
Fisk og sjømat,Burger av Torsk & Sei,"kr 70,14",N/A
Fisk og sjømat,Burger av Torsk & Hyse,"kr 77,00",N/A
Fisk og sjømat,Helsprø Fiskeburger,"kr 48,30",N/A
Fisk og sjømat,Burger av Hyse & Torsk,"kr 65,40","kr 148,64 /kg"
Fisk og sjømat,Burger m/Steinbit & Gressløk,"kr 62,90","kr 142,95 /kg"
Fisk og sjømat,Grove Lakseburgere,"kr 61,90","kr 247,60 /kg"
Fisk og sjømat,Reker I Lake,"kr 66,30","kr 331,50 /kg"
Fisk og sjømat,Krepsehaler,"kr 66,30","kr 331,50 /kg"
Fisk og sjømat,Reker i Lake,"kr 77,50","kr 193,75 /kg"
Fisk og sjømat,Tunfisk i Olivenolje,"kr 26,80","kr 315,29 /kg"
Fisk og sjømat,Tunfisk Thai Chili,"kr 13,90","kr 163,53 /kg"
Fisk og sjømat,Skinnfri Makrell,"kr 21,10","kr 131,88 /kg"
Fisk og sjømat,Tempura Scampi,"kr 89,00","kr 296,67 /kg"
Fisk og sjømat,Torsk Gourmet,"kr 134,90","kr 321,19 /kg"
Fisk og sjømat,Fiskegrateng God Gammeldags,"kr 74,90","kr 138,70 /kg"
Fisk og sjømat,Fiskepinner,"kr 79,90","kr 106,53 /kg"
Fisk og sjømat,Fiskegrateng Klassisk,"kr 35,91",N/A
Fisk og sjømat,Frossen Laksefilet,"kr 142,00","kr 284,00 /kg"
Restauranter,Pizzadeig,"kr 61,50","kr 292,86 /kg"
Restauranter,Pizzasaus,"kr 42,90","kr 286,00 /kg"
Restauranter,Fersk Mozzarella,"kr 34,90","kr 279,20 /kg"
Restauranter,Pizzakit - Margherita 2 stk,"kr 165,50","kr 137,92 /kg"
Restauranter,Pizzamel Tipo 00,"kr 41,80","kr 41,80 /kg"
Restauranter,Glutenfritt Pizzamel,"kr 59,80","kr 119,60 /kg"
Restauranter,"Døgnvill Burger, 2-pak","kr 76,90","kr 256,33 /kg"
Restauranter,Døgnvill Burgerbrød,"kr 39,90","kr 110,83 /kg"
