category,name,price,unit_price
"Sjokolade, snacks og godteri",Poppet Popcorn Cheddar,"kr 30,50","kr 406,67 /kg"
"Sjokolade, snacks og godteri",Kvikk Lunsj 6-pk,"kr 95,80","kr 339,72 /kg"
"Sjokolade, snacks og godteri",Boble Melkesjokolade,"kr 49,80","kr 332,00 /kg"
"Sjokolade, snacks og godteri",Premium 70% Salt Lakris,"kr 48,80","kr 488,00 /kg"
"Sjokolade, snacks og godteri",Daim Mini XXL,"kr 79,90","kr 173,70 /kg"
"Sjokolade, snacks og godteri",Melkesjokolade,"kr 46,90","kr 234,50 /kg"
"Sjokolade, snacks og godteri",Premium 70% Pekan & Havsalt,"kr 41,10","kr 411,00 /kg"
"Sjokolade, snacks og godteri",Laban Seigmenn og Seigdamer,"kr 29,90","kr 115,00 /kg"
"Sjokolade, snacks og godteri",Skipper Lakrisbåter,"kr 48,10","kr 240,50 /kg"
"Sjokolade, snacks og godteri",Godt & Blandet Ekte Frukt Fruktmix,"kr 40,60","kr 290,00 /kg"
"Sjokolade, snacks og godteri",Smørbukk,"kr 47,10","kr 314,00 /kg"
"Sjokolade, snacks og godteri",Tyrkisk Peber,"kr 36,60","kr 305,00 /kg"
"Sjokolade, snacks og godteri",Panda Lakris,"kr 34,40","kr 172,00 /kg"
"Sjokolade, snacks og godteri",Cashewnøtter,"kr 34,60","kr 197,71 /kg"
"Sjokolade, snacks og godteri",Småsulten Nøtter & Frukt,"kr 20,40","kr 340,00 /kg"
"Sjokolade, snacks og godteri",Småsulten Nøttemiks,"kr 23,80","kr 396,67 /kg"
"Sjokolade, snacks og godteri",Cashewnøtter,"kr 76,90","kr 404,74 /kg"
"Sjokolade, snacks og godteri",Småsulten Maisnøtter,"kr 23,70","kr 677,14 /kg"
"Sjokolade, snacks og godteri",Chilinøtter,"kr 27,90","kr 159,43 /kg"
"Sjokolade, snacks og godteri",Extra White Sweet Mint Sukkerfri,"kr 52,10","kr 620,24 /kg"
"Sjokolade, snacks og godteri",Doc Halslinser,"kr 29,10","kr 582,00 /kg"
"Sjokolade, snacks og godteri",Extra Eucalyptus,"kr 68,30","kr 813,10 /kg"
"Sjokolade, snacks og godteri",Doc Halslinser Eucalyptus,"kr 26,60","kr 532,00 /kg"
"Sjokolade, snacks og godteri",Tyggis Frisk Pust Peppermint,"kr 69,30","kr 770,00 /kg"
"Sjokolade, snacks og godteri",Doc Halslinser Honning-Lakris,"kr 29,10","kr 582,00 /kg"
"Sjokolade, snacks og godteri",Daim Mini XXL,"kr 79,90","kr 173,70 /kg"
"Sjokolade, snacks og godteri",Twist Sylinder,"kr 280,00","kr 186,67 /kg"
"Sjokolade, snacks og godteri",Dumle Original Value pack,"kr 89,90","kr 199,78 /kg"
"Sjokolade, snacks og godteri",Tutti Frutti Original Value Pack,"kr 69,90","kr 139,80 /kg"
"Sjokolade, snacks og godteri",Tyrkisk Peber Value Pack,"kr 59,90","kr 199,67 /kg"
"Sjokolade, snacks og godteri",Daim Sylinder,"kr 404,50","kr 161,80 /kg"
Baby og barn,Skumpinner Mais & Hirse,"kr 27,40","kr 685,00 /kg"
Baby og barn,Smoothie med mango og banan,"kr 33,80","kr 338,00 /kg"
Baby og barn,Grøt med blåbær og pære,"kr 31,70","kr 317,00 /kg"
Baby og barn,Måltid med hvite bønner og karri,"kr 32,90","kr 329,00 /kg"
Baby og barn,Grøt med bringebær og kanel,"kr 32,90","kr 329,00 /kg"
Baby og barn,Smoothie med eple og blåbær,"kr 29,80","kr 298,00 /kg"
Baby og barn,NAN Pro 3 Juniormelk Fra 12 mnd,"kr 39,60","kr 79,20 /l"
Baby og barn,Combiotik Drikkeklar 3,"kr 24,60","kr 123,00 /l"
Baby og barn,NAN Pro 1,"kr 169,00","kr 211,25 /kg"
Baby og barn,NAN Pro 2,"kr 170,20","kr 212,75 /kg"
Baby og barn,NAN Pro 3 Juniormelk,"kr 170,20","kr 212,75 /kg"
Baby og barn,NAN Pro 4 Juniormelk,"kr 160,20","kr 200,25 /kg"
Baby og barn,Touch Buksebleier,"kr 76,90","kr 4,27 /stk"
Baby og barn,Libero Touch Hybrid kombopakning,"kr 85,00","kr 6,07 /stk"
Baby og barn,Touch Buksebleier,"kr 76,90","kr 4,81 /stk"
Baby og barn,Libero Touch Hybrid kombopakning,"kr 85,00","kr 6,54 /stk"
Baby og barn,Touch Buksebleier,"kr 79,90","kr 5,71 /stk"
Baby og barn,Comfort Åpen Bleie,"kr 59,90","kr 2,00 /stk"
Baby og barn,Stellekluter tørre,"kr 22,50","kr 0,23 /stk"
Baby og barn,Våtservietter Baby,"kr 13,90","kr 0,19 /stk"
Baby og barn,Våtservietter,"kr 83,00","kr 0,32 /stk"
Baby og barn,Barnetannkrem,"kr 24,90","kr 498,00 /l"
Baby og barn,Lommeletter,"kr 27,40","kr 1,83 /stk"
Baby og barn,Våtservietter Baby,"kr 32,80","kr 0,46 /stk"
Baby og barn,Vitaminbjørner,"kr 75,52",N/A
Baby og barn,Trippel Omega-3 Barn,"kr 113,10","kr 0,79 /stk"
Baby og barn,Omega-3 Fisk,"kr 119,90","kr 2,66 /stk"
Baby og barn,Sana-sol,"kr 94,90","kr 189,80 /l"
Baby og barn,Möller's Tran,"kr 159,00","kr 318,00 /l"
Baby og barn,Möller's Tran,"kr 179,90","kr 359,80 /l"
Baby og barn,Smokk Night,"kr 100,20","kr 50,10 /stk"
Baby og barn,Smokk Air Latex,"kr 126,90","kr 63,45 /stk"
Baby og barn,Flaskesmokk,"kr 105,20","kr 52,60 /stk"
Baby og barn,Tåteflaske,"kr 81,10","kr 300,37 /l"
Baby og barn,Kopp Trainer,"kr 95,10","kr 95,10 /stk"
Baby og barn,Avent Kopp,"kr 110,90","kr 110,90 /stk"
Baby og barn,Tekstilpenn,"kr 39,90","kr 19,95 /stk"
Baby og barn,Matskjeer,"kr 106,70","kr 26,68 /stk"
Baby og barn,Ballonger,"kr 18,00","kr 1,80 /stk"
Baby og barn,Tusjer til barn,"kr 56,30","kr 4,69 /stk"
Baby og barn,Glitter glue limstifter,"kr 45,10","kr 7,52 /stk"
Trening,YT Proteinpudding,"kr 23,30","kr 122,63 /kg"
Trening,YT Proteinbar,"kr 34,80","kr 696,00 /kg"
Trening,Big 100 Salty Caramel,"kr 41,10","kr 411,00 /kg"
Trening,100% Whey Protein,"kr 299,00","kr 299,00 /kg"
Trening,YT Proteinyoghurt,"kr 25,80","kr 129,00 /kg"
Trening,Big Mass Sjokolade,"kr 249,00","kr 249,00 /kg"
Trening,Müslibar Hasselnøtt og Havre,"kr 28,70","kr 207,97 /kg"
Trening,Müslibar Sjokolade og Kokos,"kr 25,30","kr 183,33 /kg"
Trening,Müslibar Sjokolade og Nøtter 23g 6pk,"kr 27,00","kr 195,65 /kg"
Trening,Smooth Caramel,"kr 99,90","kr 438,16 /kg"
Trening,Premium Dark Chocolate,"kr 99,90","kr 423,31 /kg"
Trening,"BE-KIND Nøttebar med Honningristede, Nøtter og Havsalt","kr 24,10","kr 602,50 /kg"
Legemidler og helsekost,Paracet Tablett,"kr 42,90","kr 2,15 /stk"
Legemidler og helsekost,Paracet Brusetablett,"kr 52,90","kr 2,65 /stk"
Legemidler og helsekost,Paracet Stikkpille,"kr 59,90","kr 5,99 /stk"
Legemidler og helsekost,Paracet Stikkpille,"kr 59,90","kr 5,99 /stk"
Legemidler og helsekost,Paracet Mikstur,"kr 59,40","kr 990,00 /l"
Legemidler og helsekost,Ibux tabletter 200mg,"kr 56,40","kr 2,82 /stk"
Legemidler og helsekost,Plaster Textile Elastic,"kr 29,90","kr 39,87 /m"
Legemidler og helsekost,Vannfast Plaster,"kr 49,90","kr 4,16 /stk"
Legemidler og helsekost,Plaster,"kr 25,40","kr 1,27 /stk"
Legemidler og helsekost,Plaster med dyr,"kr 33,10","kr 1,66 /stk"
Legemidler og helsekost,Big Plaster for store sår,"kr 38,70","kr 7,74 /stk"
Legemidler og helsekost,Compeed Gnagsårplaster Medium,"kr 89,90","kr 17,98 /stk"
Legemidler og helsekost,Möller's Trankapsler,"kr 119,00","kr 0,74 /stk"
Legemidler og helsekost,Vitaminbjørner,"kr 75,52",N/A
Legemidler og helsekost,Möller's Tran,"kr 179,90","kr 359,80 /l"
Legemidler og helsekost,Möller's Tran,"kr 159,00","kr 318,00 /l"
Legemidler og helsekost,Möller's Tran,"kr 99,90","kr 399,60 /l"
Legemidler og helsekost,Sana-sol,"kr 94,90","kr 189,80 /l"
Legemidler og helsekost,Smooth Caramel,"kr 99,90","kr 438,16 /kg"
Legemidler og helsekost,Premium Dark Chocolate,"kr 99,90","kr 423,31 /kg"
Legemidler og helsekost,Nicorette Classic,"kr 278,00","kr 2,65 /stk"
Legemidler og helsekost,Nicorette Icemint,"kr 199,00","kr 1,90 /stk"
Legemidler og helsekost,Nicorette Tyggegummi Fruitmint,"kr 199,00","kr 1,90 /stk"
Legemidler og helsekost,Nicorette Icemint,"kr 299,00","kr 2,85 /stk"
Legemidler og helsekost,Nicotinell Tyggegummi Icemint,"kr 189,00","kr 1,97 /stk"
Legemidler og helsekost,Nicotinell Tyggegummi Spearmint,"kr 189,00","kr 1,97 /stk"
Hygiene og skjønnhet,Clean Shower,"kr 49,30","kr 123,25 /l"
Hygiene og skjønnhet,Håndsåpe Refill,"kr 35,90","kr 71,80 /l"
Hygiene og skjønnhet,Bloom Shower gel,"kr 57,60","kr 144,00 /l"
Hygiene og skjønnhet,Håndsåpe,"kr 41,90","kr 139,67 /l"
Hygiene og skjønnhet,Håndsåpe Påfyll,"kr 44,80","kr 89,60 /l"
Hygiene og skjønnhet,Håndsåpe,"kr 159,00","kr 636,00 /l"
Hygiene og skjønnhet,Dry Shampoo,"kr 65,60","kr 328,00 /l"
Hygiene og skjønnhet,Pure Blonde Shampoo,"kr 57,40","kr 229,60 /l"
Hygiene og skjønnhet,Magic Retouch Mørk Brun,"kr 116,10","kr 1 548,00 /l"
Hygiene og skjønnhet,Moulding Clay Men,"kr 78,10","kr 976,25 /l"
Hygiene og skjønnhet,Nutrisse Sort 1,"kr 100,00","kr 100,00 /stk"
Hygiene og skjønnhet,Pure Blonde Conditioner,"kr 57,40","kr 287,00 /l"
Hygiene og skjønnhet,Renseservietter,"kr 21,90","kr 0,88 /stk"
Hygiene og skjønnhet,Kløver Vaseline,"kr 40,10","kr 1 002,50 /kg"
Hygiene og skjønnhet,Face Cream,"kr 168,90","kr 3 378,00 /l"
Hygiene og skjønnhet,RENHUD,"kr 80,80","kr 1 616,00 /l"
Hygiene og skjønnhet,Ansiktsservietter,"kr 39,30","kr 1,57 /stk"
Hygiene og skjønnhet,RENHUD,"kr 41,80","kr 209,00 /l"
Hygiene og skjønnhet,Tannbørste Zig-Zag,"kr 24,90","kr 24,90 /stk"
Hygiene og skjønnhet,Hvite Tenner,"kr 36,10","kr 481,33 /l"
Hygiene og skjønnhet,Frisk Pust,"kr 35,30","kr 470,67 /l"
Hygiene og skjønnhet,Zendium Tannkrem Fresh+ White,"kr 28,40","kr 378,67 /l"
Hygiene og skjønnhet,Tannbørste Individual Precision,"kr 32,20","kr 32,20 /stk"
Hygiene og skjønnhet,Barnetannkrem,"kr 24,90","kr 498,00 /l"
Hygiene og skjønnhet,Roll-on Deo Mann,"kr 30,10","kr 602,00 /l"
Hygiene og skjønnhet,Kondom True Feeling,"kr 91,10","kr 11,39 /stk"
Hygiene og skjønnhet,Barberhøvel Labs Silver 1UP,"kr 227,20","kr 227,20 /stk"
Hygiene og skjønnhet,Coconut Care Deo 50ml,"kr 25,40","kr 508,00 /l"
Hygiene og skjønnhet,Kondomer,"kr 51,10","kr 5,11 /stk"
Hygiene og skjønnhet,Barberblader Labs,"kr 226,00","kr 56,50 /stk"
Hygiene og skjønnhet,Truseinnlegg Normal,"kr 49,10","kr 0,82 /stk"
Hygiene og skjønnhet,Bind Ultra Normal+,"kr 39,10","kr 1,50 /stk"
Hygiene og skjønnhet,Ultra Day & Night 3 with wings,"kr 39,10","kr 2,17 /stk"
Hygiene og skjønnhet,Truseinnlegg Normal Big Pack,"kr 47,90","kr 0,83 /stk"
Hygiene og skjønnhet,Truseinnlegg So Slim,"kr 25,90","kr 0,86 /stk"
Hygiene og skjønnhet,Truseinnlegg Extra Long,"kr 38,40","kr 1,92 /stk"
Hygiene og skjønnhet,Effektiv Neglelakkfjerner,"kr 47,60","kr 380,80 /l"
Hygiene og skjønnhet,Micellar Cleansing Water,"kr 61,10","kr 152,75 /l"
Hygiene og skjønnhet,Eye & Lip Express,"kr 51,10","kr 408,80 /l"
Hygiene og skjønnhet,Bomullspinner Baby,"kr 16,00","kr 0,22 /stk"
Hygiene og skjønnhet,Q-tips,"kr 29,30","kr 0,14 /stk"
Hygiene og skjønnhet,Renseservietter,"kr 21,90","kr 0,88 /stk"
Hygiene og skjønnhet,Ansiktsservietter,"kr 39,30","kr 1,57 /stk"
Hus og hjem,Universalserviett Rengjøring,"kr 21,40","kr 0,45 /stk"
Hus og hjem,Maskinoppvask Original Alt-i-Ett,"kr 124,90","kr 1,78 /vask"
Hus og hjem,Rengjøringsspray,"kr 41,10","kr 82,20 /l"
Hus og hjem,Storvask,"kr 239,00","kr 1,81 /vask"
Hus og hjem,Stålullpads,"kr 27,90","kr 2,79 /stk"
Hus og hjem,Baderomsspray,"kr 64,20","kr 128,40 /l"
Hus og hjem,Maximeter Toalettpapir,"kr 46,50","kr 0,27 /m"
Hus og hjem,Torky Tørkerull,"kr 35,90","kr 0,36 /m"
Hus og hjem,Tørkerull,"kr 54,90","kr 0,27 /m"
Hus og hjem,Toalettpapir Hvit Lambi,"kr 103,20","kr 0,31 /m"
Hus og hjem,Toalettpapir Hvit Lambi,"kr 57,40","kr 0,35 /m"
Hus og hjem,Toalettpapir 3-lags,"kr 120,90","kr 0,26 /m"
Hus og hjem,Aluminiumsfolie,"kr 27,40","kr 1,37 /m"
Hus og hjem,Grillfolie,"kr 36,40","kr 3,64 /m"
Hus og hjem,Glad Aluminiumsfolie,"kr 46,10","kr 4,61 /m"
Hus og hjem,Pizza & Bakeark,"kr 14,60","kr 0,81 /stk"
Hus og hjem,Bakepapir Rull,"kr 39,00","kr 1,95 /m"
Hus og hjem,Sekk til Panteflasker,"kr 19,90","kr 3,98 /stk"
Hus og hjem,Led Cl A 40 Klar E27,"kr 81,60","kr 40,80 /stk"
Hus og hjem,Lyspære Stekeovn,"kr 65,10","kr 65,10 /stk"
Hus og hjem,Led Cl A 40 Matt E27,"kr 58,40","kr 58,40 /stk"
Hus og hjem,Led Superstar Cl A FIL,"kr 83,10","kr 83,10 /stk"
Hus og hjem,Halogenpære 12v 64415 10w,"kr 33,90","kr 16,95 /stk"
Hus og hjem,Halopin Eco,"kr 48,10","kr 48,10 /stk"
Hus og hjem,Batterier AAA/LR03,"kr 49,00","kr 2,45 /stk"
Hus og hjem,Batterier AAA/LR03,"kr 25,00","kr 2,50 /stk"
Hus og hjem,Batterier AA/LR06,"kr 22,70","kr 2,27 /stk"
Hus og hjem,Batterier AAA/LR03,"kr 22,00","kr 2,20 /stk"
Hus og hjem,Batterier AA/LR6,"kr 22,20","kr 2,22 /stk"
Hus og hjem,Batteri 9V/6LR61,"kr 12,00","kr 12,00 /stk"
Hus og hjem,Discovery Kopipapir A4,"kr 79,90","kr 79,90 /pk"
Hus og hjem,Strikk,"kr 20,90","kr 1 045,00 /kg"
Hus og hjem,Viskelær,"kr 17,00","kr 8,50 /stk"
Hus og hjem,Blyanter,"kr 11,90","kr 2,98 /stk"
Hus og hjem,Tusj Sort Penol,"kr 15,80","kr 15,80 /stk"
Hus og hjem,"Post-It Blokk, 4 Assorterte Farger","kr 15,70","kr 0,35 /stk"
Hus og hjem,Telys 8 Timer,"kr 60,10","kr 2,00 /stk"
Hus og hjem,Telys Maxi,"kr 49,90","kr 4,16 /stk"
Hus og hjem,Prima Telys,"kr 55,80","kr 0,56 /stk"
Hus og hjem,Kronelys Hvit,"kr 72,90","kr 9,11 /stk"
Hus og hjem,Kronelys Champagne,"kr 60,50","kr 7,56 /stk"
Hus og hjem,Kubbelys Gull Matt,"kr 50,10","kr 50,10 /stk"
Hus og hjem,Servietter White,"kr 37,20","kr 3,10 /stk"
Hus og hjem,Servietter White,"kr 31,80","kr 1,59 /stk"
Hus og hjem,Servietter Glamour,"kr 31,80","kr 1,59 /stk"
Hus og hjem,Servietter Bordpakning,"kr 29,90","kr 0,40 /stk"
Hus og hjem,Servietter Hvite,"kr 82,80","kr 0,83 /stk"
Hus og hjem,Servietter Bordpakning,"kr 19,90","kr 0,27 /stk"
Hus og hjem,Papptallerken,"kr 38,90","kr 0,78 /stk"
Hus og hjem,Pappkopp assortert,"kr 15,30","kr 1,91 /stk"
Hus og hjem,Skjeer Engangs i Tre,"kr 25,10","kr 1,26 /stk"
Hus og hjem,Papptallerken Dyp,"kr 34,90","kr 1,40 /stk"
Hus og hjem,Drikkebeger,"kr 45,50","kr 0,57 /stk"
Hus og hjem,Grillpinner i Bambus,"kr 13,40","kr 0,13 /stk"
Hus og hjem,Duk Cream,"kr 89,40","kr 89,40 /stk"
Hus og hjem,Duk Leaf Green,"kr 89,40","kr 89,40 /stk"
Hus og hjem,Aroma Bottle,"kr 299,00","kr 299,00 /stk"
Hus og hjem,Aroma Bottle,"kr 299,00","kr 299,00 /stk"
Hus og hjem,Aroma Bottle,"kr 299,00","kr 299,00 /stk"
Hus og hjem,Aroma Pods,"kr 129,00","kr 129,00 /stk"
Hus og hjem,Drikkeflaske Squezze 460ml,"kr 67,40","kr 67,40 /stk"
Hus og hjem,Aroma Bottle,"kr 299,00","kr 299,00 /stk"
Hus og hjem,Grillformer 22x17cm,"kr 14,50","kr 4,83 /stk"
Hus og hjem,Grillredskap 3 deler sort/rustfritt,"kr 149,90","kr 149,90 /stk"
Hus og hjem,Drikkeflaske Squezze 460ml,"kr 67,40","kr 67,40 /stk"
Hus og hjem,Øse / Suppesleiv,"kr 29,90","kr 29,90 /stk"
Hus og hjem,Ostehøvel,"kr 79,90","kr 79,90 /stk"
Hus og hjem,Sistema Drikkeflaske 475ml,"kr 78,30","kr 78,30 /stk"
Hus og hjem,Se og Hør,"kr 72,00","kr 72,00 /stk"
Hus og hjem,Se og Hør Extra,"kr 69,90","kr 69,90 /stk"
Hus og hjem,Hjemmet,"kr 79,90","kr 79,90 /stk"
Hus og hjem,Donald Duck & Co,"kr 79,90","kr 79,90 /stk"
Hus og hjem,Her og Nå,"kr 69,00","kr 69,00 /stk"
Hus og hjem,Kamille,"kr 109,00","kr 109,00 /stk"
Hus og hjem,Strømpebukse Tynn Ull Hold-In,"kr 229,00","kr 229,00 /stk"
Hus og hjem,High Waist Invisible-truse i mikrofiber,"kr 138,90","kr 138,90 /stk"
Hus og hjem,Sokker tynn merino,"kr 107,00","kr 107,00 /par"
Hus og hjem,Strømpebukse Tynn Ull Hold-In,"kr 268,90","kr 268,90 /stk"
Hus og hjem,Wool Tights,"kr 239,00","kr 239,00 /stk"
Hus og hjem,Strømpebukse Ull Hold-In,"kr 268,90","kr 268,90 /stk"
Hus og hjem,Opptenningsbriketter,"kr 60,30","kr 0,60 /stk"
Hus og hjem,Bjørkepinner til Pinnekjøtt,"kr 19,90","kr 1,00 /stk"
Hus og hjem,Lampeolje,"kr 51,10","kr 51,10 /l"
Hus og hjem,Spisepinner,"kr 38,60","kr 4,83 /stk"
Hus og hjem,Grillpinner i Bambus,"kr 13,40","kr 0,13 /stk"
Hus og hjem,Jo-Ni Møbelpuss,"kr 102,40","kr 512,00 /l"
Hus og hjem,Peislighter,"kr 30,90","kr 30,90 /stk"
Hus og hjem,Lighter GS-1,"kr 22,80","kr 22,80 /stk"
Hus og hjem,Fyrstikker XL,"kr 21,10","kr 0,44 /stk"
Hus og hjem,Små Opptenningsfyrstikker,"kr 24,10","kr 1,21 /stk"
Hus og hjem,Fyrstikker,"kr 21,30","kr 2,66 /stk"
Hus og hjem,Cricket Lighter,"kr 33,10","kr 33,10 /stk"
Blomster og planter,Valentinesbukett,"kr 154,90","kr 154,90 /stk"
Blomster og planter,Morsdagsbukett,"kr 159,00","kr 159,00 /stk"
Blomster og planter,Vinterbukett,"kr 159,00","kr 159,00 /stk"
Blomster og planter,Miks Tulipaner,"kr 169,90","kr 11,33 /stk"
Blomster og planter,Inkalilje Rosa,"kr 79,90","kr 9,99 /stk"
Blomster og planter,Rosa Tulipaner,"kr 114,90","kr 11,49 /stk"
Blomster og planter,Gummifiken,"kr 79,90","kr 79,90 /stk"
Blomster og planter,Eføy,"kr 99,90","kr 99,90 /stk"
Blomster og planter,Zamioculcas,"kr 94,90","kr 94,90 /stk"
Blomster og planter,"Philodendron, birkin","kr 149,90","kr 149,90 /stk"
Blomster og planter,Sansevieria Svigermors Tunge,"kr 129,00","kr 129,00 /stk"
Blomster og planter,Monstera,"kr 129,00","kr 129,00 /stk"
Blomster og planter,Gjødsel til inneplanter,"kr 49,90","kr 49,90 /stk"
Blomster og planter,Premium Blomsterjord,"kr 64,90","kr 16,23 /l"
Blomster og planter,Premium Såjord,"kr 59,90","kr 14,98 /l"
Blomster og planter,Leca® - Lecakuler,"kr 69,90","kr 17,48 /l"
Blomster og planter,Biocomposter Kompoststrø,"kr 69,00","kr 138,00 /kg"
Blomster og planter,Potte Hvit,"kr 59,90","kr 59,90 /stk"
Blomster og planter,Potte Sort Amanda,"kr 59,90","kr 59,90 /stk"
Blomster og planter,Potte Blush Pink 'Amanda,"kr 59,90","kr 59,90 /stk"
Dyr,Hundeposer,"kr 13,90","kr 0,35 /stk"
Dyr,Wild Bites med and,"kr 34,10","kr 227,33 /kg"
Dyr,Hundebalsam,"kr 169,00","kr 338,00 /l"
Dyr,Pedigree Markies Hundesnacks med Margben for Voksne Hunder,"kr 43,10","kr 86,20 /kg"
Dyr,Hundesjampo,"kr 169,00","kr 338,00 /l"
Dyr,Hundeposer,"kr 44,00","kr 0,28 /stk"
Dyr,"Okse, Kylling & Lever","kr 150,20","kr 42,91 /kg"
Dyr,Gourmet Gold Laks,"kr 13,10","kr 154,12 /kg"
Dyr,Kattemat for steriliserte katter,"kr 74,10","kr 52,93 /kg"
Dyr,Kattemat Fjærkre,"kr 6,90","kr 69,00 /kg"
Dyr,Gourmet Perle Multipack,"kr 61,10","kr 89,85 /kg"
Dyr,Laks & Grønnsaker,"kr 63,60","kr 63,60 /kg"
Dyr,Solsikkefrø,"kr 35,20","kr 35,20 /kg"
Dyr,Fuglepeanøtter,"kr 16,90","kr 67,60 /kg"
Dyr,Snadder Meiseboller,"kr 24,50","kr 45,37 /kg"
Dyr,Crunchy Undulatstenger,"kr 37,10","kr 18,55 /stk"
Dyr,Festival Kompakt Høy,"kr 73,10","kr 73,10 /kg"
Dyr,Festival Gnagerblanding,"kr 94,70","kr 105,22 /kg"
Dyr,Festival Woody Spon Burstrø,"kr 83,30","kr 83,30 /kg"
Dyr,Crunchy Frøstenger til Gnagere,"kr 47,20","kr 393,33 /kg"
Snus og tobakk,Skruf Super White Fresh S5,"kr 399,50","kr 79,90 /stk"
Snus og tobakk,Rush Frosted Fu Zn S5,"kr 374,50","kr 74,90 /stk"
Snus og tobakk,Skruf No25 Slim White S2,"kr 429,50","kr 85,90 /stk"
Snus og tobakk,Skruf No4 Fresh S4,"kr 429,50","kr 85,90 /stk"
Snus og tobakk,N&J No5 Green Ice Slim White,"kr 444,50","kr 88,90 /stk"
Snus og tobakk,Göteborgs Rapé No1 Slim White,"kr 449,50","kr 89,90 /stk"
Snus og tobakk,Skruf No2 Fresh S2,"kr 429,50","kr 85,90 /stk"
Snus og tobakk,General Classic No3 Portion,"kr 889,00","kr 88,90 /stk"
Snus og tobakk,General Classic No5 White Portion,"kr 889,00","kr 88,90 /stk"
Snus og tobakk,General Classic No4 Extra Strong Portion,"kr 444,50","kr 88,90 /stk"
Snus og tobakk,The Lab 06 Extra Strong,"kr 439,50","kr 87,90 /stk"
Snus og tobakk,G.3 No1 Extra Strong,"kr 449,50","kr 89,90 /stk"
Snus og tobakk,General Classic No1,"kr 979,00","kr 97,90 /stk"
Snus og tobakk,General Classic No2 Extra Strong,"kr 499,50","kr 99,90 /stk"
Snus og tobakk,Ettan No1 Løs,"kr 499,50","kr 99,90 /stk"
Snus og tobakk,Onico Original WP Nikotinfri,"kr 324,50","kr 64,90 /stk"
Snus og tobakk,Onico Peppermint White,"kr 324,50","kr 64,90 /stk"
Snus og tobakk,Prince White,"kr 177,00","kr 8,85 /stk"
Snus og tobakk,Prince White 100’s,"kr 182,90","kr 9,15 /stk"
Snus og tobakk,Prince Red,"kr 176,90","kr 8,85 /stk"
Snus og tobakk,Prince Red 100’s,"kr 176,90","kr 8,85 /stk"
Snus og tobakk,Prince Fine Green Plus,"kr 171,90","kr 8,60 /stk"
Snus og tobakk,Prince Golden Double Filter,"kr 166,90","kr 8,35 /stk"
Snus og tobakk,Petterøe`s Blanding 2,"kr 354,00","kr 8 045,45 /kg"
Snus og tobakk,Tiedemanns Rød Mix 2,"kr 369,00","kr 8 386,36 /kg"
Snus og tobakk,Rizla Enkle Sigarettpapir,"kr 16,20","kr 0,32 /stk"
Snus og tobakk,Rizla Doble Sigarettpapir,"kr 36,90","kr 0,37 /stk"
Snus og tobakk,Rizla Blå Enkle Sigarettpapir,"kr 19,90","kr 0,40 /stk"
Snus og tobakk,Big Ben Blad,"kr 23,80","kr 0,48 /stk"
Snus og tobakk,Oliver Twist Original Skråtobakk,"kr 89,40","kr 12 771,43 /kg"
Snus og tobakk,Oliver Twist Tropical Skråtobakk,"kr 89,40","kr 12 771,43 /kg"
Snus og tobakk,Bellman Gold,"kr 159,90","kr 15,99 /stk"
Snus og tobakk,Signature Blue,"kr 159,90","kr 15,99 /stk"
